Posted Date;Letter Issue Date;Company Name;Issuing Office;Subject;Response Letter;Closeout Letter
03/30/2021;03/16/2021;Duoc Thao Tre Xanh, LLC;Division of Human and Animal Food Operations East IV;New Drug/Misbranded;;
10/17/2023;10/04/2023;Handock Cosmetics Co., Ltd.;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Adulterated/Misbranded/Failure to Register/Unapproved New Drug;;
10/17/2023;10/05/2023;Lathem Family Farms, Inc.;Division of Human and Animal Food Operations East III;Food/Egg/Prepared Packed or Held Under Insanitary Conditions/Adulterated;;
10/17/2023;09/19/2023;Hygienic Labs, LLC;Center for Drug Evaluation and Research | CDER;Refusal to Provide Access to and Copying of Records;;
05/09/2023;12/09/2022;Premier Nutra Pharma Inc.;Division of Pharmaceutical Quality Operations IV;CGMP/Finished Pharmaceuticals/Adulterated;;10/18/2023
05/20/2021;05/19/2021;BGP, LLC;Center for Drug Evaluation and Research;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
05/07/2021;05/06/2021;Disinfect & Shield;Center for Drug Evaluation and Research;Unapproved Drug Products Related to Coronavirus Disease 2019 (COVID-19);;
05/07/2021;05/06/2021;Covalon Technologies Inc.;Center for Drug Evaluation and Research;Unapproved New Drug Products Related to Coronavirus Disease 2019 (COVID-19);;
05/11/2021;04/29/2021;Crown Wellness, Inc;Center for Food Safety and Applied Nutrition;New Drug/Misbranded;;
05/12/2021;05/04/2021;Baltimore Beauty Security Square Mall;Center for Devices and Radiological Health;Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
05/25/2021;04/29/2021;Africana Market LLC;Division of Northern Border Imports;Foreign Supplier Verification Program (FSVP);;
10/20/2023;10/19/2023;The Vapery LLC d/b/a the Vapery;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/20/2023;10/19/2023;Vegas Vapor Emporium;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/20/2023;10/19/2023;Great Vapes;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/19/2023;10/19/2023;KL Labs, LLC, d/b/a Known Distro;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/26/2023;10/26/2023;Cajun Vapes LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/26/2023;10/26/2023;Trippy Drips LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/26/2023;10/26/2023;FF Vapors, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/16/2023;10/16/2023;Sun Pharmaceutical Industries Ltd.;Center for Drug Evaluation and Research | CDER;CGMP/Active Pharmaceutical Ingredient (API)/Adulterated;;
10/31/2023;03/30/2023;ALI Pharmaceutical Manufacturing, LLC;Division of Pharmaceutical Quality Operations III;CGMP/Active Pharmaceutical Ingredient (API)/Adulterated;;
10/31/2023;10/20/2023;Samm Solutions, Inc., d.b.a. BTS Research;Center for Drug Evaluation and Research | CDER;Good Laboratory Practice (GLP) for Nonclinical Laboratory Studies;;
10/31/2023;10/20/2023;WAVi Co.;Division of Medical Device and Radiological Health Operations West;Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device;;
10/31/2023;10/20/2023;Maria W. Greenwald, M.D.;Center for Drug Evaluation and Research | CDER;Clinical Investigator;;
04/18/2023;03/31/2023;Belmar Pharma Solutions, Drug Depot, LLC., dba APS Pharmacy;Division of Pharmaceutical Quality Operations II;Compounding Pharmacy/Adulterated Drug Products;;10/30/2023
12/20/2022;12/08/2022;Nortec Quimica SA;Center for Drug Evaluation and Research | CDER;CGMP/Active Pharmaceutical Ingredient (API)/Adulterated;;10/30/2023
08/04/2021;08/03/2021;Blue Willow Biologics;Center for Drug Evaluation and Research;Unapproved New Drug Products Related to Coronavirus Disease 2019 (COVID-19);;
08/04/2021;07/28/2021;Dr. Thomas Polucki Upper Cervical Chiropractic, Inc.;Center for Food Safety and Applied Nutrition;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
08/10/2021;07/09/2021;Biopolygen Corp.;Center for Devices and Radiological Health;Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
08/10/2021;07/29/2021;Lepu Medical Technology -Beijing- Co., Ltd.;Center for Devices and Radiological Health;Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
06/08/2021;05/24/2021;Everything Health LLC;Center for Food Safety and Applied Nutrition;Unapproved and Misbranded Products Related to Coronavirus Disease 2019(COVID-19);;
06/08/2021;05/24/2021;Beauty & Spa Concepts, DBA Beenefits;Center for Food Safety and Applied Nutrition;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
06/22/2021;05/18/2021;Umbrella;Division of Pharmaceutical Quality Operations IV;Dietary Supplement/Misbranded;;
06/10/2021;06/10/2021;Innova Medical Group, Inc.;Center for Devices and Radiological Health;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
07/06/2021;06/04/2021;Zhejiang Xichen Medical Technology Co., Ltd.;Center for Devices and Radiological Health;Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA);;
06/22/2021;06/08/2021;Jaramillo Spices Corp.;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;
07/12/2021;07/07/2021;Halodine, LLC;Center for Drug Evaluation and Research;Unapproved New Drug Products Related to Coronavirus Disease 2019 (COVID-19);;
07/06/2021;04/26/2021;BMHshop;Center for Devices and Radiological Health;Adulterated and Misbranded Products Related to Coronavirus Disease 2019;;
07/13/2021;06/29/2021;Kuiyi International Inc.;Division of West Coast Imports;Foreign Supplier Verification Program (FSVP);;
07/13/2021;06/08/2021;Sobh Import, Inc.;Division of Northern Border Imports;Foreign Supplier Verification Program (FSVP);;
08/27/2019;08/15/2019;Shang Jiuan Co., LTD;Center for Food Safety and Applied Nutrition;Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions;;
10/25/2023;10/24/2023;Abbott Laboratories;Center for Biologics Evaluation and Research (CBER);Dietary Supplement/Adulterated;;
05/16/2023;04/28/2023;Gary’s Cheesecakes & Fine Desserts;Division of Human and Animal Food Operations East V;CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated;;11/17/2023
11/16/2023;11/16/2023;Lingkey Co. Ltd. d/b/a Vape Hammer;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/16/2023;11/16/2023;Pamirs Group Limited d/b/a VapeCig Wholesale;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/16/2023;11/16/2023;Tyler Wholesale Supply LLC d/b/a BBW Supply;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/16/2023;11/16/2023;Vape Wholesale USA;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/16/2023;11/16/2023;Vapeify;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/16/2023;11/16/2023;Dispo Mode;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/16/2023;11/16/2023;Prestige 22, Inc. d/b/a The Vapers World;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
08/06/2019;07/30/2019;Med Shop Total Care Inc.;Office of Pharmaceutical Quality Operations, Division II;Animal Drugs/Adulterated;;10/24/2023
10/05/2021;09/20/2021;ICA Health, LLC/Future Formulations, LLC;Office of Human and Animal Foods Operations – Division West 4;New Drug/Misbranded;;10/24/2023
04/12/2022;03/18/2022;Med Shop Total Care, Inc.;Office of Pharmaceutical Quality Operations, Division II;Compounding Pharmacy/Adulterated Drug Products;;10/24/2023
10/24/2023;08/21/2023;Suther Feeds, Inc.;Division of Human and Animal Food Operations West II;CGMP/Medicated Feeds/Adulterated;;
10/24/2023;10/05/2023;Golden Natural Products;Division of Northeast Imports;Foreign Supplier Verification Program (FSVP);;
10/24/2023;10/04/2023;Embryll Life Sciences, Inc.;Center for Veterinary Medicine;Unapproved New Animal Drug/Adulterated;;
11/02/2021;10/29/2021;21 Century Smoking, Inc.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/09/2021;10/20/2021;Fitsum Ghebremichael Amare;Division of West Coast Imports;Foreign Supplier Verification Program (FSVP);;
11/30/2021;11/19/2021;Jai Mundi, Inc. dba Kai’s Virgin Vapor;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/30/2021;11/19/2021;Vape N Juice;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
12/07/2021;12/07/2021;You Suck Vapes;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
01/15/2021;01/15/2021;E-Cig Barn, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
10/06/2020;08/27/2020;We Vape USA, Inc. d/b/a Eliminator Vapes;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/28/2023;11/21/2023;Intas Pharmaceuticals Limited;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Adulterated;;
11/28/2023;11/21/2023;Shenzhen IJOY Technology Co., LTD.;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/28/2023;11/22/2023;Dr. Berne’s Whole Health Products;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug;;
11/28/2023;11/21/2023;Shenzhen FreeMax Technology Co., Ltd. d/b/a FreeMaxVape;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/30/2023;11/30/2023;HiggyCigs LLC d/b/a Viral Vapes;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/30/2023;11/30/2023;HiggyCigs, LLC d/b/a Viral Vapes;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
11/30/2023;11/30/2023;HiggyCigs, LLC d/b/a Viral Vapes;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
01/27/2021;01/27/2021;Professional Compounding Centers of America dba PCCA;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Adulterated/Misbranded;;12/01/2023
06/20/2023;06/12/2023;Vitang Technology LLC;Center for Devices and Radiological Health;CGMP/QSR/Medical Devices/Adulterated;;
06/20/2023;06/12/2023;Warrior Labz SARMS;Center for Drug Evaluation and Research | CDER;Unapproved New Drugs/Misbranded;;
06/20/2023;06/14/2023;Randy J. Epstein, M.D./Chicago Cornea Consultants, Ltd.;Center for Drug Evaluation and Research | CDER;Clinical Investigator (Sponsor) ;;
06/20/2023;06/09/2023;Juice Man LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
03/31/2020;03/05/2020;Trilogy Laboratories, LLC;Office of Pharmaceutical Quality Operations, Division II;CGMP/Finished Pharmaceuticals/Adulterated;;
03/31/2020;03/20/2020;Shung Kee Food Co., Ltd.;Office of Human and Animal Food Operations East Division 1;Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions;;
03/31/2020;03/30/2020;JRB Enterprise Group Inc. DBA Anti Aging Bed;Center for Drug Evaluation and Research | CDER;Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19);;
06/22/2023;06/16/2023;EZPuff Vapor Labs, LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/22/2023;06/16/2023;Kissy Vape;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/22/2023;06/15/2023;South Florida Vape, LLC and Flovape;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/22/2023;06/16/2023;Milu 1 Inc. d/b/a Peace Novelty;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/22/2023;06/16/2023;Vape Corp LLC d/b/a Blue Diamond Vapors;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/22/2023;06/15/2023;F & N Trading 1 Inc. d/b/a/ Puffholic;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/22/2023;06/16/2023;N2G2, LLC d/b/a The Hookah;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/22/2023;06/16/2023;Smoke and Vape LLC;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/22/2023;06/16/2023;Selon Company Limited d/b/a Elf Bar Flavors;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/22/2023;06/16/2023;United Zone Store;Center for Tobacco Products;Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded;;
06/02/2020;04/28/2020;The Dragontree Apothecary LLC;Division of Human and Animal Food Operations West VI;Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products;;
06/04/2020;06/01/2020;Dr. Sherrill Sellman;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
06/04/2020;05/18/2020;Chloroquineonline.com;;Unapproved and Misbranded Drugs Related to Coronavirus Disease 2019 (COVID-19);;
06/02/2020;05/19/2020;Natural Solutions Foundation;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
06/12/2020;06/04/2020;EUCYT Laboratories LLC;Office of Biological Products Operations - Division II;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
06/11/2020;06/10/2020;www.outoftheboxremedies.com;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
06/09/2020;06/08/2020;organic-beauty-recipes.com;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
10/02/2018;08/28/2018;Duy Drugs Inc.;Office of Human and Animal Food, East Division IV;Dietary Supplement/New Drug/Misbranded;;
06/27/2023;06/08/2023;Safe Chain Solutions, LLC;Division of Pharmaceutical Quality Operations I;Drug Product/Adulterated;;
06/27/2023;06/09/2023;Schwebel Baking Company;Division of Human and Animal Food Operations East V;CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions;;
06/27/2023;06/22/2023;Suprimo Imports;Center for Drug Evaluation and Research | CDER;Unapproved New Drugs/Misbranded;;
06/27/2023;06/20/2023;Chengdu KeCheng Fine Chemicals Co., Ltd.;Center for Drug Evaluation and Research | CDER;CGMP/Active Pharmaceutical Ingredient (API)/Adulterated;;
05/12/2020;03/20/2020;Images Unlimited Products, d.b.a. Cellect Products & Oglethorpe, Ltd.;Division of Human and Animal Food Operations East I;Unapproved New Drugs/Misbranded;;
05/11/2020;05/08/2020;Seanjari Preeti Womb Healing, L.L.C.;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
05/08/2020;05/07/2020;Chronic Lyme Treatments;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
05/11/2020;05/08/2020;Plum Dragon Herbs, Inc.;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
05/15/2020;05/14/2020;benjaminmcevoy.com;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
05/18/2020;05/15/2020;Noetic Nutraceuticals;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
05/15/2020;05/14/2020;White Eagle Native Herbs;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
05/12/2020;05/11/2020;Fusion Health and Vitality LLC;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
05/18/2020;05/15/2020;The Golden Road Kratom;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
05/18/2020;05/11/2020;Center for New Medicine/Perfectly Healthy by Connealy MD;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
05/19/2020;05/06/2020;IntegraDose Compounding Services LLC;Division of Pharmaceutical Quality Operations III;Compounding Pharmacy/Adulterated Drug Products;;
05/19/2020;04/16/2020;Lose Fat Gain Life M&B;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved New Drugs/Misbranded;;
11/06/2018;10/26/2018;Christoferson Meat Company Inc. dba Raws for Paws LLC;Center for Veterinary Medicine;Food/Prepared Packed or Held Under Insanitary Conditions/Adulterated;;
04/24/2018;04/05/2018;Ming Fai Industrial -Shenzhen Co LTD;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Adulterated;;
10/06/2020;09/22/2020;Nephron SC Inc.;Office of Prescription Drug Promotion;False & Misleading Claims/Misbranded;;
10/08/2020;10/07/2020;Griffo Botanicals;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
10/08/2020;10/07/2020;Prairie Dawn Herbs;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
11/20/2020;11/18/2020;Vibrant Health Care, Inc.;Center for Biologics Evaluation and Research (CBER);Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
10/19/2020;10/16/2020;For Our Vets LLC dba Patriot Supreme;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
11/19/2020;11/18/2020;Pro Breath MD, LLC dba Dentist Select and OraCare;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
10/06/2020;09/24/2020;LEC Custom Products, Inc.;Center for Drug Evaluation and Research | CDER;CGMP/Finished Pharmaceuticals/Adulterated;;
09/30/2020;09/29/2020;Tonic Therapeutic Herb Shop & Elixir Bar;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
10/01/2020;09/11/2020;KetoKerri LLC;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
09/15/2020;08/27/2020;GMS International Foods Inc.;Division of West Coast Imports District Compliance Branch (WCID-CB);Foreign Supplier Verification Program (FSVP);;
12/25/2018;12/18/2018;Salazones Garre, S.L.;Center for Food Safety and Applied Nutrition (CFSAN);Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions;;
04/13/2020;04/10/2020;Herbs of Kedem;Center for Drug Evaluation and Research | CDER;Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19);;
05/19/2020;05/12/2020;Smoked Salmon Unlimited d.b.a. H. Forman & Son;;Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions;;
05/20/2020;05/13/2020;4nrx.md;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Drugs Related to Coronavirus Disease 2019 (COVID-19);;
05/19/2020;05/04/2020;Rajshree International, Inc.;Division of West Coast Imports;Foreign Supplier Verification Program (FSVP);;
05/22/2020;05/21/2020;North Coast Biologics;Center for Biologics Evaluation and Research (CBER);Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
05/20/2020;05/19/2020;SpiceTac;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
05/20/2020;04/22/2020;Roidsmall.net;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Drugs Related to Coronavirus Disease 2019 (COVID-19);;
05/26/2020;03/12/2020;Altaire Pharmaceuticals, Inc.;Division of Pharmaceutical Quality Operations I;CGMP/Finished Pharmaceuticals/Adulterated;;
05/26/2020;04/20/2020;Humaworm;Office of Human and Animal Foods Operations East 5;Unapproved New Drugs/Misbranded;;
05/22/2020;05/21/2020;Apollo Holding LLC;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
05/20/2020;05/19/2020;Life Unlearned, LLC;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
05/26/2020;05/14/2020;Montgomery Women's Medical Center PC dba Montgomery Fertility Center;Office of Biological Products Operations - Division 1;Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps);;
05/20/2020;04/22/2020;Emedkit.com;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Drugs Related to Coronavirus Disease 2019 (COVID-19);;
05/29/2020;05/28/2020;StayWell Copper Products;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
05/26/2020;05/13/2020;88 Special Sweet, Inc.;Division of West Coast Imports;Foreign Supplier Verification Program (FSVP);;
04/07/2020;04/06/2020;Indigo Naturals;Center for Drug Evaluation and Research | CDER;Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19);;
04/07/2020;04/06/2020;Ananda, LLC DBA Ananda Apothecary;Center for Drug Evaluation and Research | CDER;Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19);;
04/07/2020;03/26/2020;Enzymology Research Center, Inc.;Office of Human and Animal Foods - West Division 1;New Drug/Misbranded;;
05/29/2020;05/28/2020;Quadrant Sales & Marketing, Inc.;Center for Drug Evaluation and Research | CDER;Unapproved New Drug Products Related to Coronavirus Disease 2019 (COVID-19);;
05/27/2020;05/26/2020;Musthavemom.com;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
05/27/2020;05/26/2020;Careful Cents, LLC;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
05/27/2020;05/26/2020;Alternavita;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
05/27/2020;05/26/2020;CBD Gaze;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
06/26/2020;06/25/2020;Curativa Bay Corporation;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
06/16/2020;06/15/2020;FRS International, LLC;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
07/14/2020;07/13/2020;Kegan Wellness;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
07/14/2020;03/10/2020;Delori Industrial Co., Ltd.;Center for Food Safety and Applied Nutrition (CFSAN);Acidified Foods/Emergency Permit Control/Adulterated/Misbranded;;
06/16/2020;06/15/2020;Sovereign Laboratories, LLC;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
07/13/2020;07/10/2020;Health Beauty Love;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
07/18/2023;06/05/2023;Centaur Pharmaceuticals Private Ltd.;Center for Drug Evaluation and Research | CDER;CGMP/Active Pharmaceutical Ingredient (API)/Adulterated;;
07/18/2023;07/05/2023;Outset Medical, Inc.;Center for Devices and Radiological Health;Premarket Approval/Adulterated;;
07/18/2023;06/28/2023;Fuller Industries Inc.;Division of Pharmaceutical Quality Operations III;CGMP/Finished Pharmaceuticals/Adulterated;;
09/15/2020;08/19/2020;Durazo Medical Biomagnetism;OHT5: Office of Neurological and Physical Medicine Devices, Office of Product Evaluation and Quality;Adulterated and Misbranded Products Related to Coronavirus Disease 2019;;
07/18/2023;06/27/2023;Edge Biologicals Inc.;Division of Medical Device and Radiological Health Operations Central;CGMP/QSR/Medical Devices/Adulterated;;
07/18/2023;06/28/2023;Eden’s Answers, Inc.;Division of Human and Animal Food Operations East V;CGMP/Dietary Supplement/Adulterated;;
07/18/2023;06/30/2023;Wisetrade Corporation;Division of West Coast Imports;Foreign Supplier Verification Program (FSVP);;
07/18/2023;06/22/2023;Ocalsa Transport & Logistics, LLC;Division of Southwest Imports;Foreign Supplier Verification Program (FSVP);;
07/18/2023;07/06/2023;Bella Mia Foods, Inc.;Division of Northeast Imports;Foreign Supplier Verification Program (FSVP);;
07/21/2020;07/08/2020;Stason Pharmaceuticals, Inc.;Division of Pharmaceutical Quality Operations IV;CGMP/Finished Pharmaceuticals/Adulterated;;
08/17/2020;08/14/2020;SilveryGuy;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
08/12/2020;07/24/2020;Fair Price Labs, Inc.;Center for Devices and Radiological Health;Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
08/12/2020;07/23/2020;Holistic Health International, LLC;Center for Devices and Radiological Health;Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
08/12/2020;07/24/2020;CoreMedica Laboratories, Inc.;Center for Devices and Radiological Health;Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
08/12/2020;08/11/2020;Oxford Medical Instruments USA, Inc.;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
08/12/2020;07/23/2020;AkivaMed Inc.;Center for Devices and Radiological Health;Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
08/10/2020;08/07/2020;H-Lab Life;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
09/08/2020;09/02/2020;Medication-house.com;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
09/08/2020;09/02/2020;Extrapharma.com;Center for Drug Evaluation and Research | CDER;Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
09/03/2020;08/10/2020;Greater Peoria Physical Medicine & Rehabilitation, S.C. d.b.a. Joseph Health Group;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
09/04/2020;08/10/2020;Greater Peoria Physical Medicine & Rehabilitation, S.C. d.b.a. Joseph Health Group;Center for Food Safety and Applied Nutrition (CFSAN);Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
09/15/2020;08/18/2020;Pomegranate Consulting, LLC, Pomegranate Consulting, Ltd. dba Glorious One-Pot Meals;Center for Devices and Radiological Health;Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
09/15/2020;06/29/2020;Epro E-Commerce Limited dba DealExtreme and DX.com;Center for Devices and Radiological Health;Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19);;
